0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.41182101617235545,0.43136958802034453,0.46986211725850646,0.4957541783192416,0.5220459178649761,0.5450662343678978,0.5665347939874372,0.5725100396847969,0.5693615997131827,0.5513459116205064,0.5081368461595777,0.4610142075482613,0.4088127296356614,0.35255821810332866,0.3121471526377193,0.3312985467171099,0.3397550136483285,0.29734328863927084,0.27204314564774923,0.2524884178570197,0.19749048784366852,0.1389209906714326,0.08821235125712978,0.03316701596646654,0.0,0.02546861574156023,0.07945533294194851,0.1319268915901246,0.19120999261381577,0.24538119110750767,0.2683421660869745,0.28106370085313737,0.28664317086999724,0.2831555776371011,0.3256796731558067,0.36162527938317024,0.3699820940491083,0.3824452220173151,0.3912202596157388,0.4324055692207691,0.46967932085427644,0.4862789588174288,0.5299754871534272,0.589251596409107,0.6487166555752157,0.7012173277874032,0.7404685942134632,0.7929447058779968,0.8523442795479177,0.9118673068309522,0.9709814236230878,1.0,0.959477599657323,0.902966604406136,0.8451118244179647,0.7943800022278182,0.7359207287364056,0.6787140378485805,0.6303897782689531,0.5890958796994779,0.5608278264203717,0.5388423585749378,0.5394452929023341,0.5412125684489453,0.5372673823505514,0.5382417992540349,0.5268533567425511,0.5093543417514015,0.5053895202023089,0.49396698195484245,0.48087184018226603,0.49338474984926584,0.5165839837485791,0.5412168567343583,0.5615313060951288,0.5694703179537568,0.5668377611828481,0.5579178191549254,0.5480364334253771,0.534075798915719,0.5093486551472786,0.48430352063225146,0.4820956997624328,0.5033412776881867,0.526427695258785,0.54830829312208,0.5656660659390935,0.5788046336788712,0.5802394717277688,0.5589266008813505,0.5149184974621344,0.46522148161176125,0.4135570721641051,0.36263810809513397,0.30526369046850155,0.2545677877126986,0.19619080222838048,0.13667557289661603,0.07974491628480451,0.0460927371219606,0.07080023403303026,0.12284349898662339,0.17712895574373233,0.23658104431137073,0.2961040627397604,0.3552989670968305,0.4072082584634522,0.4631868163047339,0.5226886963010893,0.5822114712267303,0.6409987300252864,0.6918605858475795,0.7492783363070892,0.8087963482908078,0.8683193755738419,0.9275884980141575,0.9691104558420864,0.9366191547909284,0.8777607558417997,0.8256169392746324,0.7709148994559398,0.7202932408609688,0.6629571891756183,0.6155082480022043,0.5847535145757556,0.5651488976075656,0.5628932063257504,0.5586078326474226,0.5513404079664359,0.5435880760253715,0.5320851554332178,0.5172834003004962,0.5002156580427322,0.49000476448197117,0.5005583621727887,0.5239352719872508,0.5454766098193762,0.5576441026092451,0.5628550587817922,0.5573128260030888,0.5375161555322376,0.5075188532724453,0.4809565595257026,0.4783407789645615,0.49586681976952796,0.5258062788950775,0.543696922345984,0.5602382506289674,0.5693578749202921,0.5681930434368774,0.5441776286727031,0.49973901226518525,0.44239559960059016,0.3913620511112461,0.33418951854217593,0.27686838896298616,0.22597898379194237,0.16770179850693245,0.11657392625910501,0.06424219839707868,0.04796854195756173,0.08622296301714005,0.13620754529777068,0.19461346159274906,0.2541355989839258,0.3136481920656533,0.3705046414600466,0.42171463998063174,0.48072022369061007,0.5402432509736443,0.5997662782566797,0.6592783996711247,0.7160822293654365,0.767320750999922,0.8263509029633629,0.8858739302463983,0.9451732331793079,0.9827396103050847,0.9423104487032283,0.882940649902654,0.8234176226196186,0.7641356375524331,0.7120647761446759,0.665005469848535,0.6223912686044424,0.5880823800442869,0.5724397386183155,0.5646119026628447,0.5582590253754245,0.5560772515714054,0.5451157624490051,0.531244643172478,0.5169466160660612,0.5121696463094807,0.5167891631225194,0.534856430230797,0.5561316239473673,0.5744231853864619,0.5810110124206682,0.5803846487603361,0.5714775268665471,0.5593976124489786,0.5356653430695506,0.5045824161178756,0.49171900838713256,0.504856249109956,0.5244388698244795,0.5443297894722605,0.565038930686208,0.5771077036995644,0.5794721803358378,0.5625463609120398,0.5254828325487424,0.4818285505619735,0.432136135342164,0.3769261795320098,0.32563899125513296,0.26663575316758203,0.20711285870422702,0.14762357390729264,0.09264124531586027,0.057588843975088455,0.07499179924215316,0.12965030247013476,0.18913931257735017,0.2457268168379907,0.297114803786654,0.3562137549461881,0.4157367822292233,0.47508858939812826,0.5280261143358769,0.5828417103056254,0.6423214069359078,0.7018444342189407,0.7613674615019761,0.8207132804767245,0.8735805840168864,0.9268840050029308,0.9390406884714206,0.8901997452755936,0.8311597139718856,0.7791020923132157,0.7237017381358979,0.6722882445346623,0.6210924872578174,0.5866292210379007,0.569817128809293,0.5512290667156035,0.5455689569322977,0.5366231789433176,0.5322128822883021,0.5182549009095401,0.5017801803807103,0.4810676822701332,0.46870443106403026
